final_text,sentiment
excellent sale music quality range quality decent battery better bit uncomfortable used long timeread,0
actual awesome get type k bass good checked type music awesome friend sony headphone cant believe k giving four getting pain due tightness headphone wear hour not problem thanks flipark ginving fast deliveryread,0
excellent sound quality bass little extra rest everything superbread,0
best headphonesread,0
no proper bluetooth connectivityread,1
would like thank flipkart speed delivery product amazing guy go product superb quality base amazing love headphoneread,0
good orderedread,0
received quick delivery flipkart headphone light weight foldable make easy carry sound quality decent bluetooth connectivity good negetive aspect device call quality terrible hear person microphone device poor wont audible end definitely doesnt support handsfree calling tried using cable call didnt improve much,1
not fitted well earread,1
bass sound aswsome not face issue sound bass awesome feel like djparty best woofer bass mindblowing comfort level lottle low boat make headphone oval shape circle thats ypu eye start paing within min use month maybe get boat make shape little oval style perfectly fir ear,0
osm desing good battery backup hrread,0
really awesomeread,0
sound build quality quite decent aux cable not good enough wire welding issue using,1
awesome headphone look wise sound everything mom love thisread,0
wanted got inr seriously loving product boat team done exceptionally well thump provides stellio along bass one listen highly recommend product kudos team boatrepeated reviewdeducted star pain cause ear type headache listening need work structure comfort didnt get ruderead,1
awesome product design cool good may innovative price sound quality awesome specially bass best price dual mode long battery backup good product good price go head read,0
bass jbl vibrate earsread,0
please dont buy n dont waste ur money ear r painingread,1
supperrr product quality read,0
osm product quality killerlove headphoneread,0
not worth faced issue return watching video never streamed sound uniformly switch one songvideo another get loud sound headphone disconnected device reconnected sound pretty painful disturbing returned got sony bt headphone would suggest people wanting headphone stick sony jbl quality cost matter spend extra make hazzle free especially,1
